q_c_seed,lambda_1,lambda_2,lambda_3,aa,tau,cdist,ci_prob_mean,mse
2,0.6,2,0.5,1.2,0,0.615891393,0.808367267,0.80865339
2,0.6,0,0,1.2,0,0.61589745,0.808368392,0.808655445
2,0.6,0.5,0,1.2,0,0.61589745,0.808368392,0.808655445
2,0.6,1,0,1.2,0,0.61589745,0.808368392,0.808655445
2,0.6,1.5,0,1.2,0,0.61589745,0.808368392,0.808655445
2,0.6,2,0,1.2,0,0.61589745,0.808368392,0.808655445
3,0.3,1,1.5,1.2,0,0.674512395,0.807017796,0.872889792
3,0.3,1.5,1.5,1.2,0,0.674512469,0.807017796,0.872889792
3,0.3,2,1.5,1.2,0,0.67451247,0.807017796,0.872889792
3,0.3,0.5,1.5,1.2,0,0.674512791,0.807017796,0.872889792
3,0.3,0,1.5,1.2,0,0.674512791,0.807017796,0.872889792
3,0.3,1,0.5,1.2,0,0.67450167,0.807008919,0.872911536
3,0.3,0.5,0.5,1.2,0,0.674501778,0.807008919,0.872911536
3,0.3,0,0.5,1.2,0,0.674501778,0.807008919,0.872911536
3,0.3,1.5,0.5,1.2,0,0.674501884,0.807008919,0.872911536
3,0.3,2,0.5,1.2,0,0.674501884,0.807008919,0.872911536
3,0.3,1,1,1.2,0,0.674509353,0.807008458,0.872914141
3,0.3,1.5,1,1.2,0,0.674509424,0.807008458,0.872914141
3,0.3,2,1,1.2,0,0.674509424,0.807008458,0.872914141
3,0.3,0.5,1,1.2,0,0.67450975,0.807008457,0.872914141
3,0.3,0,1,1.2,0,0.674509751,0.807008457,0.872914141
3,0.3,0,0,1.2,0,0.674497471,0.807006108,0.872917994
3,0.3,0.5,0,1.2,0,0.674497471,0.807006108,0.872917994
3,0.3,1,0,1.2,0,0.674497618,0.807006107,0.872917994
3,0.3,1.5,0,1.2,0,0.674497832,0.807006107,0.872917995
3,0.3,2,0,1.2,0,0.674497832,0.807006107,0.872917995
3,0.8,2,0,1.2,0,0.831526111,0.826575939,0.877469861
3,0.8,1.5,0,1.2,0,0.831526111,0.826575939,0.877469861
3,0.8,0.5,0,1.2,0,0.831526111,0.826575939,0.877469861
3,0.8,0,0,1.2,0,0.831526111,0.826575939,0.877469861
3,0.8,1,0,1.2,0,0.831526111,0.826575939,0.877469861
3,0.8,1.5,0.5,1.2,0,0.831591026,0.826560937,0.877485082
3,0.8,0,0.5,1.2,0,0.831591026,0.826560937,0.877485082
3,0.8,0.5,0.5,1.2,0,0.831591026,0.826560937,0.877485082
3,0.8,1,0.5,1.2,0,0.831591026,0.826560937,0.877485082
3,0.8,1,1,1.2,0,0.831673864,0.826550908,0.877489779
3,0.8,1.5,1,1.2,0,0.831673864,0.826550908,0.877489779
3,0.8,0,1,1.2,0,0.831673864,0.826550907,0.877489779
3,0.8,0.5,1,1.2,0,0.831673864,0.826550907,0.877489779
3,0.8,2,0.5,1.2,0,0.831589046,0.826559798,0.877490162
3,0.8,2,1,1.2,0,0.83166062,0.826547845,0.877495349
3,0.8,0,1.5,1.2,0,0.831716056,0.826528843,0.877524686
3,0.8,0.5,1.5,1.2,0,0.831716056,0.826528843,0.877524686
3,0.8,1.5,1.5,1.2,0,0.831716056,0.826528843,0.877524687
3,0.8,1,1.5,1.2,0,0.831716056,0.826528843,0.877524687
3,0.8,2,1.5,1.2,0,0.831716056,0.826528843,0.877524687
1,0.5,0,1,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,0.5,1,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,0,1.5,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,0.5,1.5,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,1,1,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,1,1.5,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,1.5,0,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,2,0,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,1.5,0.5,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,2,0.5,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,1.5,1,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,2,1,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,1.5,1.5,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,2,1.5,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,0,0.5,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,0.5,0.5,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,0,0,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,0.5,0,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,1,0.5,1.2,0,0.618479469,0.810935093,0.901866561
1,0.5,1,0,1.2,0,0.618479469,0.810935093,0.901866561
4,0.2,0.5,0.5,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,0,0.5,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,0,0,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,1,0.5,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,1,0,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,1.5,0,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,2,0,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,1.5,0.5,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,2,0.5,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,1,1,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,1.5,1,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,2,1,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,1,1.5,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,1.5,1.5,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,2,1.5,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,0.5,0,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,0.5,1,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,0.5,1.5,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,0,1,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,0,1.5,1.2,0,1.259376828,0.829688321,0.959668774
4,0.2,0,2,1.2,0,1.259376828,0.829688321,0.959668774
5,0.6,0,1,1.2,0,0.370497644,0.809612792,0.979083097
5,0.6,0.5,1,1.2,0,0.370497644,0.809612792,0.979083097
5,0.6,1,1,1.2,0,0.370497644,0.809612792,0.979083097
5,0.6,1.5,1,1.2,0,0.370497644,0.809612792,0.979083097
5,0.6,2,1,1.2,0,0.370497644,0.809612792,0.979083097
5,0.6,0,1.5,1.2,0,0.370510329,0.809606602,0.979112555
5,0.6,0.5,1.5,1.2,0,0.370510329,0.809606602,0.979112555
5,0.6,1,1.5,1.2,0,0.370510329,0.809606602,0.979112555
5,0.6,1.5,1.5,1.2,0,0.370510329,0.809606602,0.979112555
5,0.6,2,1.5,1.2,0,0.370510329,0.809606602,0.979112555
5,0.6,0,0.5,1.2,0,0.370527696,0.809589589,0.979152362
5,0.6,0.5,0.5,1.2,0,0.370527696,0.809589589,0.979152362
5,0.6,1,0.5,1.2,0,0.370527696,0.809589589,0.979152362
5,0.6,1.5,0.5,1.2,0,0.370527696,0.809589589,0.979152362
5,0.6,2,0.5,1.2,0,0.370527696,0.809589589,0.979152362
5,0.6,0,0,1.2,0,0.370531021,0.809589295,0.979155691
5,0.6,0.5,0,1.2,0,0.370531021,0.809589295,0.979155691
5,0.6,1,0,1.2,0,0.370531021,0.809589295,0.979155691
5,0.6,1.5,0,1.2,0,0.370531021,0.809589295,0.979155691
5,0.6,2,0,1.2,0,0.370531021,0.809589295,0.979155691
1,0.4,2,0,1.2,0,0.960411291,0.814241418,1.004456197
1,0.4,2,0.5,1.2,0,0.960411291,0.814241418,1.004456197
1,0.4,1.5,1,1.2,0,0.960411291,0.814241418,1.004456197
1,0.4,2,1,1.2,0,0.960411291,0.814241418,1.004456197
1,0.4,1.5,1.5,1.2,0,0.960411291,0.814241418,1.004456197
1,0.4,2,1.5,1.2,0,0.960411291,0.814241418,1.004456197
1,0.4,1.5,0,1.2,0,0.960411291,0.814241418,1.004456197
1,0.4,1.5,0.5,1.2,0,0.960411291,0.814241418,1.004456197
1,0.4,1,1,1.2,0,0.960411291,0.814241418,1.004456197
1,0.4,1,1.5,1.2,0,0.960411291,0.814241418,1.004456197
1,0.4,1,0.5,1.2,0,0.960411291,0.814241418,1.004456197
1,0.4,1,0,1.2,0,0.960411291,0.814241418,1.004456197
1,0.4,0,1,1.2,0,0.960411291,0.814241418,1.004456197
1,0.4,0.5,1,1.2,0,0.960411291,0.814241418,1.004456197
1,0.4,0,1.5,1.2,0,0.960411291,0.814241418,1.004456197
1,0.4,0.5,1.5,1.2,0,0.960411291,0.814241418,1.004456197
1,0.4,0,0.5,1.2,0,0.960411291,0.814241418,1.004456197
1,0.4,0.5,0.5,1.2,0,0.960411291,0.814241418,1.004456197
1,0.4,0,0,1.2,0,0.96041129,0.814241418,1.004456197
1,0.4,0.5,0,1.2,0,0.96041129,0.814241418,1.004456197
2,0.5,0,0,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,0.5,0,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,1,0,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,1.5,0,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,2,0,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,0,0.5,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,0.5,0.5,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,1,0.5,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,1.5,0.5,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,2,0.5,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,0,1,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,0.5,1,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,1,1,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,1.5,1,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,2,1,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,0,1.5,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,0.5,1.5,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,1,1.5,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,1.5,1.5,1.2,0,1.58616933,0.841430289,1.037418377
2,0.5,2,1.5,1.2,0,1.58616933,0.841430289,1.037418377
2,0.3,0,0,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,0.5,0,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,0,0.5,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,0.5,0.5,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,0,1,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,0.5,1,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,0,1.5,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,0.5,1.5,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,0,2,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,1,0,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,1.5,0,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,2,0,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,1,0.5,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,1.5,0.5,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,2,0.5,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,1,1,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,1.5,1,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,2,1,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,1,1.5,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,1.5,1.5,1.2,0,1.01311336,0.830327637,1.057259543
2,0.3,2,1.5,1.2,0,1.01311336,0.830327637,1.057259543
2,0.4,0,0,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,0.5,0,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,1,0,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,1.5,0,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,2,0,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,0,0.5,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,0.5,0.5,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,1,0.5,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,1.5,0.5,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,2,0.5,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,0,1,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,0.5,1,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,1,1,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,1.5,1,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,2,1,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,0,1.5,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,0.5,1.5,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,1,1.5,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,1.5,1.5,1.2,0,1.279267116,0.865018478,1.076486458
2,0.4,2,1.5,1.2,0,1.279267116,0.865018478,1.076486458
5,0.4,1.5,1.5,1.2,0,0.770123946,0.821436699,1.089792351
5,0.4,1.5,1,1.2,0,0.770123946,0.821436699,1.089792351
5,0.4,1.5,0,1.2,0,0.770123946,0.821436699,1.089792351
5,0.4,1.5,0.5,1.2,0,0.770123946,0.821436699,1.089792351
5,0.4,1,1.5,1.2,0,0.770123946,0.821436699,1.089792351
5,0.4,2,1.5,1.2,0,0.770123945,0.821436699,1.089792351
5,0.4,2,0,1.2,0,0.770123945,0.821436699,1.089792351
5,0.4,2,0.5,1.2,0,0.770123945,0.821436699,1.089792351
5,0.4,2,1,1.2,0,0.770123945,0.821436699,1.089792351
5,0.4,1,1,1.2,0,0.770123945,0.821436699,1.089792351
5,0.4,0,1.5,1.2,0,0.770123945,0.821436699,1.089792351
5,0.4,0.5,1.5,1.2,0,0.770123945,0.821436699,1.089792351
5,0.4,1,0,1.2,0,0.770123945,0.821436699,1.089792351
5,0.4,1,0.5,1.2,0,0.770123945,0.821436699,1.089792351
5,0.4,0.5,1,1.2,0,0.770123945,0.821436699,1.089792351
5,0.4,0,1,1.2,0,0.770123945,0.821436699,1.089792351
5,0.4,0,0.5,1.2,0,0.770123945,0.821436699,1.089792351
5,0.4,0.5,0.5,1.2,0,0.770123945,0.821436699,1.089792351
5,0.4,0,0,1.2,0,0.770123945,0.821436699,1.089792351
5,0.4,0.5,0,1.2,0,0.770123945,0.821436699,1.089792351
4,0.6,0,0,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,0.5,0,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,0,0.5,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,0.5,0.5,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,1,0,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,1.5,0,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,2,0,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,1,0.5,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,1.5,0.5,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,2,0.5,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,0,1,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,0.5,1,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,1,1,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,1.5,1,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,2,1,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,0,1.5,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,0.5,1.5,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,1,1.5,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,1.5,1.5,1.2,0,1.142565121,0.86299517,1.122894081
4,0.6,2,1.5,1.2,0,1.142565121,0.86299517,1.122894081
4,0.5,0,0,1.2,0,0.578203357,0.839981469,1.139480982
4,0.5,0.5,0,1.2,0,0.578203357,0.839981469,1.139480982
4,0.5,0,0.5,1.2,0,0.578203357,0.839981469,1.139480982
4,0.5,0.5,0.5,1.2,0,0.578203357,0.839981469,1.139480982
3,0.6,0,0,1.2,0,0.565536054,0.886620585,1.178192885
3,0.6,0.5,0,1.2,0,0.565536054,0.886620585,1.178192885
3,0.6,0,0.5,1.2,0,0.565536054,0.886620585,1.178192885
3,0.6,0.5,0.5,1.2,0,0.565536054,0.886620585,1.178192885
3,0.6,1,0,1.2,0,0.565536054,0.886620586,1.178192885
3,0.6,1,0.5,1.2,0,0.565536054,0.886620586,1.178192885
3,0.6,0,1,1.2,0,0.565536054,0.886620586,1.178192885
3,0.6,0.5,1,1.2,0,0.565536054,0.886620586,1.178192885
3,0.6,1,1,1.2,0,0.565536054,0.886620586,1.178192885
3,0.6,1.5,0,1.2,0,0.565536054,0.886620586,1.178192885
3,0.6,2,0,1.2,0,0.565536054,0.886620586,1.178192885
3,0.6,1.5,0.5,1.2,0,0.565536054,0.886620586,1.178192885
3,0.6,2,0.5,1.2,0,0.565536054,0.886620586,1.178192885
3,0.6,1.5,1,1.2,0,0.565536054,0.886620586,1.178192885
3,0.6,2,1,1.2,0,0.565536054,0.886620586,1.178192885
3,0.6,0,1.5,1.2,0,0.565536054,0.886620586,1.178192885
3,0.6,0.5,1.5,1.2,0,0.565536054,0.886620586,1.178192885
3,0.6,1,1.5,1.2,0,0.565536054,0.886620586,1.178192885
3,0.6,1.5,1.5,1.2,0,0.565536054,0.886620586,1.178192885
3,0.6,2,1.5,1.2,0,0.565536054,0.886620586,1.178192885
5,0.5,1,0,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,1,0.5,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,0,1,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,0.5,1,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,1,1,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,0,0,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,0.5,0,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,0,0.5,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,0.5,0.5,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,0,1.5,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,0.5,1.5,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,1,1.5,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,1.5,0,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,1.5,0.5,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,1.5,1,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,1.5,1.5,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,2,0,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,2,0.5,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,2,1,1.2,0,0.806221888,0.851074197,1.358620562
5,0.5,2,1.5,1.2,0,0.806221888,0.851074197,1.358620562
4,0.5,1,0,1.2,0,1.211809947,0.820006905,1.384554209
4,0.5,1,0.5,1.2,0,1.211809947,0.820006905,1.384554209
4,0.5,0,1,1.2,0,1.211809947,0.820006905,1.384554209
4,0.5,0.5,1,1.2,0,1.211809947,0.820006905,1.384554209
4,0.5,1,1,1.2,0,1.211809947,0.820006905,1.384554209
4,0.5,1.5,0,1.2,0,1.211809947,0.820006905,1.384554209
4,0.5,2,0,1.2,0,1.211809947,0.820006905,1.384554209
4,0.5,1.5,0.5,1.2,0,1.211809947,0.820006905,1.384554209
4,0.5,2,0.5,1.2,0,1.211809947,0.820006905,1.384554209
4,0.5,1.5,1,1.2,0,1.211809947,0.820006905,1.384554209
4,0.5,2,1,1.2,0,1.211809947,0.820006905,1.384554209
4,0.5,0,1.5,1.2,0,1.211809947,0.820006905,1.384554209
4,0.5,0.5,1.5,1.2,0,1.211809947,0.820006905,1.384554209
4,0.5,1,1.5,1.2,0,1.211809947,0.820006905,1.384554209
4,0.5,1.5,1.5,1.2,0,1.211809947,0.820006905,1.384554209
4,0.5,2,1.5,1.2,0,1.211809947,0.820006905,1.384554209
1,0.6,0,0,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,0.5,0,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,1,0,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,1.5,0,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,2,0,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,0,0.5,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,0.5,0.5,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,1,0.5,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,1.5,0.5,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,2,0.5,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,0,1,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,0.5,1,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,1,1,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,1.5,1,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,2,1,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,0,1.5,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,0.5,1.5,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,1,1.5,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,1.5,1.5,1.2,0,0.767288231,0.871782139,1.397034828
1,0.6,2,1.5,1.2,0,0.767288231,0.871782139,1.397034828
3,0.7,1.5,0,1.2,0,0.745042251,0.904731845,1.659272761
3,0.7,2,0,1.2,0,0.745042251,0.904731845,1.659272761
3,0.7,1.5,0.5,1.2,0,0.745042251,0.904731845,1.659272761
3,0.7,2,0.5,1.2,0,0.745042251,0.904731845,1.659272761
3,0.7,1.5,1,1.2,0,0.745042251,0.904731845,1.659272761
3,0.7,2,1,1.2,0,0.745042251,0.904731845,1.659272761
3,0.7,0,1.5,1.2,0,0.745042251,0.904731845,1.659272761
3,0.7,0.5,1.5,1.2,0,0.745042251,0.904731845,1.659272761
3,0.7,1,1.5,1.2,0,0.745042251,0.904731845,1.659272761
3,0.7,1.5,1.5,1.2,0,0.745042251,0.904731845,1.659272761
3,0.7,2,1.5,1.2,0,0.745042251,0.904731845,1.659272761
3,0.7,1,0,1.2,0,0.745042275,0.904734264,1.659272761
3,0.7,1,0.5,1.2,0,0.745042275,0.904734264,1.659272761
3,0.7,0,1,1.2,0,0.745042275,0.904734264,1.659272761
3,0.7,0.5,1,1.2,0,0.745042275,0.904734264,1.659272761
3,0.7,1,1,1.2,0,0.745042275,0.904734264,1.659272761
3,0.7,0.5,0,1.2,0,0.745042275,0.904734371,1.659272761
